,i,j,weight,nbs
94,0,95,0.0,0.0
95,0,96,0.0,0.0
96,0,97,0.0,0.0
97,0,98,0.0,0.0
98,0,99,0.0,0.0
99,1,2,0.07,0.0
100,1,3,0.06999999999999998,0.0
101,1,4,0.07,0.0
102,1,5,0.07000000000000003,0.0
103,1,6,0.07000000000000002,0.0
104,1,7,0.06999999999999999,0.0
105,1,8,0.07,0.0
106,1,9,0.07,0.0
107,1,10,0.07000000000000002,0.0
108,1,11,0.06999999999999998,0.0
109,1,12,0.07,0.0
110,1,13,0.0,0.0
111,1,14,0.0,0.0
112,1,15,0.0,0.0
113,1,16,0.0,0.0
114,1,17,0.0,0.0
115,1,18,0.0,0.0
116,1,19,0.0,0.0
117,1,20,0.0,0.0
118,1,21,0.0,0.0
119,1,22,0.0,0.0
120,1,23,0.0,0.0
121,1,24,0.0,0.0
122,1,25,0.0,0.0
123,1,26,0.0,0.0
124,1,27,0.0,0.0
125,1,28,0.0,0.0
126,1,29,0.0,0.0
127,1,30,0.0,0.0
128,1,31,0.0,0.0
129,1,32,0.0,0.0
130,1,33,0.0,0.0
131,1,34,0.0,0.0
132,1,35,0.0,0.0
133,1,36,0.0,0.0
134,1,37,0.0,0.0
135,1,38,0.0,0.0
136,1,39,0.0,0.0
137,1,40,0.0,0.0
138,1,41,0.0,0.0
139,1,42,0.0,0.0
140,1,43,0.0,0.0
141,1,44,0.0,0.0
142,1,45,0.0,0.0
143,1,46,0.0,0.0
144,1,47,0.0,0.0
145,1,48,0.0,0.0
146,1,49,0.0,0.0
147,1,50,0.0,0.0
148,1,51,0.0,0.0
149,1,52,0.0,0.0
150,1,53,0.0,0.0
151,1,54,0.0,0.0
152,1,55,0.0,0.0
153,1,56,0.0,0.0
154,1,57,0.0,0.0
155,1,58,0.0,0.0
156,1,59,0.0,0.0
157,1,60,0.0,0.0
158,1,61,0.0,0.0
159,1,62,0.0,0.0
160,1,63,0.0,0.0
161,1,64,0.0,0.0
162,1,65,0.0,0.0
163,1,66,0.0,0.0
164,1,67,0.0,0.0
165,1,68,0.0,0.0
166,1,69,0.0,0.0
167,1,70,0.0,0.0
168,1,71,0.0,0.0
169,1,72,0.0,0.0
170,1,73,0.0,0.0
171,1,74,0.0,0.0
172,1,75,0.0,0.0
173,1,76,0.0,0.0
174,1,77,0.0,0.0
175,1,78,0.0,0.0
176,1,79,0.0,0.0
177,1,80,0.0,0.0
178,1,81,0.0,0.0
179,1,82,0.0,0.0
180,1,83,0.0,0.0
181,1,84,0.0,0.0
182,1,85,0.0,0.0
183,1,86,0.0,0.0
184,1,87,0.0,0.0
185,1,88,0.0,0.0
186,1,89,0.0,0.0
187,1,90,0.0,0.0
188,1,91,0.0,0.0
189,1,92,0.0,0.0
190,1,93,0.0,0.0
191,1,94,0.0,0.0
192,1,95,0.0,0.0
193,1,96,0.0,0.0
194,1,97,0.0,0.0
195,1,98,0.0,0.0
196,1,99,0.0,0.0
197,2,3,0.06999999999999998,0.0
198,2,4,0.07000000000000003,0.0
199,2,5,0.07,0.0
200,2,6,0.07000000000000006,0.0
201,2,7,0.07000000000000005,0.0
202,2,8,0.07000000000000002,0.0
203,2,9,0.06999999999999999,0.0
204,2,10,0.07,0.0
205,2,11,0.06999999999999999,0.0
206,2,12,0.07,0.0
207,2,13,0.0,0.0
208,2,14,0.0,0.0
209,2,15,0.0,0.0
210,2,16,0.0,0.0
211,2,17,0.0,0.0
212,2,18,0.0,0.0
213,2,19,0.0,0.0
214,2,20,0.0,0.0
215,2,21,0.0,0.0
216,2,22,0.0,0.0
217,2,23,0.0,0.0
218,2,24,0.0,0.0
219,2,25,0.0,0.0
220,2,26,0.0,0.0
221,2,27,0.0,0.0
222,2,28,0.0,0.0
223,2,29,0.0,0.0
224,2,30,0.0,0.0
225,2,31,0.0,0.0
226,2,32,0.0,0.0
227,2,33,0.0,0.0
228,2,34,0.0,0.0
229,2,35,0.0,0.0
230,2,36,0.0,0.0
231,2,37,0.0,0.0
232,2,38,0.0,0.0
233,2,39,0.0,0.0
234,2,40,0.0,0.0
235,2,41,0.0,0.0
236,2,42,0.0,0.0
237,2,43,0.0,0.0
238,2,44,0.0,0.0
239,2,45,0.0,0.0
240,2,46,0.0,0.0
241,2,47,0.0,0.0
242,2,48,0.0,0.0
243,2,49,0.0,0.0
244,2,50,0.0,0.0
245,2,51,0.0,0.0
246,2,52,0.0,0.0
247,2,53,0.0,0.0
248,2,54,0.0,0.0
249,2,55,0.0,0.0
250,2,56,0.0,0.0
251,2,57,0.0,0.0
252,2,58,0.0,0.0
253,2,59,0.0,0.0
254,2,60,0.0,0.0
255,2,61,0.0,0.0
256,2,62,0.0,0.0
257,2,63,0.0,0.0
258,2,64,0.0,0.0
259,2,65,0.0,0.0
260,2,66,0.0,0.0
261,2,67,0.0,0.0
262,2,68,0.0,0.0
263,2,69,0.0,0.0
264,2,70,0.0,0.0
265,2,71,0.0,0.0
266,2,72,0.0,0.0
267,2,73,0.0,0.0
268,2,74,0.0,0.0
269,2,75,0.0,0.0
270,2,76,0.0,0.0
271,2,77,0.0,0.0
272,2,78,0.0,0.0
273,2,79,0.0,0.0
274,2,80,0.0,0.0
275,2,81,0.0,0.0
276,2,82,0.0,0.0
277,2,83,0.0,0.0
278,2,84,0.0,0.0
279,2,85,0.0,0.0
280,2,86,0.0,0.0
281,2,87,0.0,0.0
282,2,88,0.0,0.0
283,2,89,0.0,0.0
284,2,90,0.0,0.0
285,2,91,0.0,0.0
286,2,92,0.0,0.0
287,2,93,0.0,0.0
288,2,94,0.0,0.0
289,2,95,0.0,0.0
290,2,96,0.0,0.0
291,2,97,0.0,0.0
292,2,98,0.0,0.0
293,2,99,0.0,0.0
294,3,4,0.07000000000000003,0.0
295,3,5,0.06999999999999999,0.0
296,3,6,0.06999999999999998,0.0
297,3,7,0.06999999999999998,0.0
298,3,8,0.06999999999999999,0.0
299,3,9,0.07000000000000003,0.0
300,3,10,0.07,0.0
301,3,11,0.07,0.0
302,3,12,0.06999999999999997,0.0
303,3,13,0.0,0.0
304,3,14,0.0,0.0
305,3,15,0.0,0.0
306,3,16,0.0,0.0
307,3,17,0.0,0.0
308,3,18,0.0,0.0
309,3,19,0.0,0.0
310,3,20,0.0,0.0
311,3,21,0.0,0.0
312,3,22,0.0,0.0
313,3,23,0.0,0.0
314,3,24,0.0,0.0
315,3,25,0.0,0.0
316,3,26,0.0,0.0
317,3,27,0.0,0.0
318,3,28,0.0,0.0
319,3,29,0.0,0.0
320,3,30,0.0,0.0
321,3,31,0.0,0.0
322,3,32,0.0,0.0
323,3,33,0.0,0.0
324,3,34,0.0,0.0
325,3,35,0.0,0.0
326,3,36,0.0,0.0
327,3,37,0.0,0.0
328,3,38,0.0,0.0
329,3,39,0.0,0.0
330,3,40,0.0,0.0
331,3,41,0.0,0.0
332,3,42,0.0,0.0
333,3,43,0.0,0.0
334,3,44,0.0,0.0
335,3,45,0.0,0.0
336,3,46,0.0,0.0
337,3,47,0.0,0.0
338,3,48,0.0,0.0
339,3,49,0.0,0.0
340,3,50,0.0,0.0
341,3,51,0.0,0.0
342,3,52,0.0,0.0
343,3,53,0.0,0.0
344,3,54,0.0,0.0
345,3,55,0.0,0.0
346,3,56,0.0,0.0
347,3,57,0.0,0.0
348,3,58,0.0,0.0
349,3,59,0.0,0.0
350,3,60,0.0,0.0
351,3,61,0.0,0.0
352,3,62,0.0,0.0
353,3,63,0.0,0.0
354,3,64,0.0,0.0
355,3,65,0.0,0.0
356,3,66,0.0,0.0
357,3,67,0.0,0.0
358,3,68,0.0,0.0
359,3,69,0.0,0.0
360,3,70,0.0,0.0
361,3,71,0.0,0.0
362,3,72,0.0,0.0
363,3,73,0.0,0.0
364,3,74,0.0,0.0
365,3,75,0.0,0.0
366,3,76,0.0,0.0
367,3,77,0.0,0.0
368,3,78,0.0,0.0
369,3,79,0.0,0.0
370,3,80,0.0,0.0
371,3,81,0.0,0.0
372,3,82,0.0,0.0
373,3,83,0.0,0.0
374,3,84,0.0,0.0
375,3,85,0.0,0.0
376,3,86,0.0,0.0
377,3,87,0.0,0.0
378,3,88,0.0,0.0
379,3,89,0.0,0.0
380,3,90,0.0,0.0
381,3,91,0.0,0.0
382,3,92,0.0,0.0
383,3,93,0.0,0.0
384,3,94,0.0,0.0
385,3,95,0.0,0.0
386,3,96,0.0,0.0
387,3,97,0.0,0.0
388,3,98,0.0,0.0
389,3,99,0.0,0.0
390,4,5,0.06999999999999998,0.0
391,4,6,0.07000000000000002,0.0
392,4,7,0.07,0.0
393,4,8,0.07000000000000002,0.0
394,4,9,0.07000000000000006,0.0
395,4,10,0.06999999999999998,0.0
396,4,11,0.07,0.0
397,4,12,0.06999999999999999,0.0
398,4,13,0.0,0.0
399,4,14,0.0,0.0
400,4,15,0.0,0.0
401,4,16,0.0,0.0
402,4,17,0.0,0.0
403,4,18,0.0,0.0
404,4,19,0.0,0.0
405,4,20,0.0,0.0
406,4,21,0.0,0.0
407,4,22,0.0,0.0
408,4,23,0.0,0.0
409,4,24,0.0,0.0
410,4,25,0.0,0.0
411,4,26,0.0,0.0
412,4,27,0.0,0.0
413,4,28,0.0,0.0
414,4,29,0.0,0.0
415,4,30,0.0,0.0
416,4,31,0.0,0.0
417,4,32,0.0,0.0
418,4,33,0.0,0.0
419,4,34,0.0,0.0
420,4,35,0.0,0.0
421,4,36,0.0,0.0
422,4,37,0.0,0.0
423,4,38,0.0,0.0
424,4,39,0.0,0.0
425,4,40,0.0,0.0
426,4,41,0.0,0.0
427,4,42,0.0,0.0
428,4,43,0.0,0.0
429,4,44,0.0,0.0
430,4,45,0.0,0.0
431,4,46,0.0,0.0
432,4,47,0.0,0.0
433,4,48,0.0,0.0
434,4,49,0.0,0.0
435,4,50,0.0,0.0
436,4,51,0.0,0.0
437,4,52,0.0,0.0
438,4,53,0.0,0.0
439,4,54,0.0,0.0
440,4,55,0.0,0.0
441,4,56,0.0,0.0
442,4,57,0.0,0.0
443,4,58,0.0,0.0
444,4,59,0.0,0.0
445,4,60,0.0,0.0
446,4,61,0.0,0.0
447,4,62,0.0,0.0
448,4,63,0.0,0.0
449,4,64,0.0,0.0
450,4,65,0.0,0.0
451,4,66,0.0,0.0
452,4,67,0.0,0.0
453,4,68,0.0,0.0
454,4,69,0.0,0.0
455,4,70,0.0,0.0
456,4,71,0.0,0.0
457,4,72,0.0,0.0
458,4,73,0.0,0.0
459,4,74,0.0,0.0
460,4,75,0.0,0.0
461,4,76,0.0,0.0
462,4,77,0.0,0.0
463,4,78,0.0,0.0
464,4,79,0.0,0.0
465,4,80,0.0,0.0
466,4,81,0.0,0.0
467,4,82,0.0,0.0
468,4,83,0.0,0.0
469,4,84,0.0,0.0
470,4,85,0.0,0.0
471,4,86,0.0,0.0
472,4,87,0.0,0.0
473,4,88,0.0,0.0
474,4,89,0.0,0.0
475,4,90,0.0,0.0
476,4,91,0.0,0.0
477,4,92,0.0,0.0
478,4,93,0.0,0.0
479,4,94,0.0,0.0
480,4,95,0.0,0.0
481,4,96,0.0,0.0
482,4,97,0.0,0.0
483,4,98,0.0,0.0
484,4,99,0.0,0.0
485,5,6,0.07,0.0
486,5,7,0.07000000000000008,0.0
487,5,8,0.07000000000000002,0.0
488,5,9,0.07000000000000009,0.0
489,5,10,0.06999999999999998,0.0
490,5,11,0.07,0.0
491,5,12,0.07000000000000006,0.0
492,5,13,0.0,0.0
493,5,14,0.0,0.0
494,5,15,0.0,0.0
495,5,16,0.0,0.0
496,5,17,0.0,0.0
497,5,18,0.0,0.0
498,5,19,0.0,0.0
499,5,20,0.0,0.0
500,5,21,0.0,0.0
501,5,22,0.0,0.0
502,5,23,0.0,0.0
503,5,24,0.0,0.0
504,5,25,0.0,0.0
505,5,26,0.0,0.0
506,5,27,0.0,0.0
507,5,28,0.0,0.0
508,5,29,0.0,0.0
509,5,30,0.0,0.0
510,5,31,0.0,0.0
511,5,32,0.0,0.0
512,5,33,0.0,0.0
513,5,34,0.0,0.0
514,5,35,0.0,0.0
515,5,36,0.0,0.0
516,5,37,0.0,0.0
517,5,38,0.0,0.0
518,5,39,0.0,0.0
519,5,40,0.0,0.0
520,5,41,0.0,0.0
521,5,42,0.0,0.0
522,5,43,0.0,0.0
523,5,44,0.0,0.0
524,5,45,0.0,0.0
525,5,46,0.0,0.0
526,5,47,0.0,0.0
527,5,48,0.0,0.0
528,5,49,0.0,0.0
529,5,50,0.0,0.0
530,5,51,0.0,0.0
531,5,52,0.0,0.0
532,5,53,0.0,0.0
533,5,54,0.0,0.0
534,5,55,0.0,0.0
535,5,56,0.0,0.0
536,5,57,0.0,0.0
537,5,58,0.0,0.0
538,5,59,0.0,0.0
539,5,60,0.0,0.0
540,5,61,0.0,0.0
541,5,62,0.0,0.0
542,5,63,0.0,0.0
543,5,64,0.0,0.0
544,5,65,0.0,0.0
545,5,66,0.0,0.0
546,5,67,0.0,0.0
547,5,68,0.0,0.0
548,5,69,0.0,0.0
549,5,70,0.0,0.0
550,5,71,0.0,0.0
551,5,72,0.0,0.0
552,5,73,0.0,0.0
553,5,74,0.0,0.0
554,5,75,0.0,0.0
555,5,76,0.0,0.0
556,5,77,0.0,0.0
557,5,78,0.0,0.0
558,5,79,0.0,0.0
559,5,80,0.0,0.0
560,5,81,0.0,0.0
561,5,82,0.0,0.0
562,5,83,0.0,0.0
563,5,84,0.0,0.0
564,5,85,0.0,0.0
565,5,86,0.0,0.0
566,5,87,0.0,0.0
567,5,88,0.0,0.0
568,5,89,0.0,0.0
569,5,90,0.0,0.0
570,5,91,0.0,0.0
571,5,92,0.0,0.0
572,5,93,0.0,0.0
573,5,94,0.0,0.0
574,5,95,0.0,0.0
575,5,96,0.0,0.0
576,5,97,0.0,0.0
577,5,98,0.0,0.0
578,5,99,0.0,0.0
579,6,7,0.07000000000000002,0.0
580,6,8,0.07,0.0
581,6,9,0.07000000000000002,0.0
582,6,10,0.07000000000000006,0.0
583,6,11,0.07000000000000009,0.0
584,6,12,0.07,0.0
585,6,13,0.0,0.0
586,6,14,0.0,0.0
587,6,15,0.0,0.0
588,6,16,0.0,0.0
589,6,17,0.0,0.0
590,6,18,0.0,0.0
591,6,19,0.0,0.0
592,6,20,0.0,0.0
593,6,21,0.0,0.0
594,6,22,0.0,0.0
595,6,23,0.0,0.0
596,6,24,0.0,0.0
597,6,25,0.0,0.0
598,6,26,0.0,0.0
599,6,27,0.0,0.0
600,6,28,0.0,0.0
601,6,29,0.0,0.0
602,6,30,0.0,0.0
603,6,31,0.0,0.0
604,6,32,0.0,0.0
605,6,33,0.0,0.0
606,6,34,0.0,0.0
607,6,35,0.0,0.0
608,6,36,0.0,0.0
609,6,37,0.0,0.0
610,6,38,0.0,0.0
611,6,39,0.0,0.0
612,6,40,0.0,0.0
613,6,41,0.0,0.0
614,6,42,0.0,0.0
615,6,43,0.0,0.0
616,6,44,0.0,0.0
617,6,45,0.0,0.0
618,6,46,0.0,0.0
619,6,47,0.0,0.0
620,6,48,0.0,0.0
621,6,49,0.0,0.0
622,6,50,0.0,0.0
623,6,51,0.0,0.0
624,6,52,0.0,0.0
625,6,53,0.0,0.0
626,6,54,0.0,0.0
627,6,55,0.0,0.0
628,6,56,0.0,0.0
629,6,57,0.0,0.0
630,6,58,0.0,0.0
631,6,59,0.0,0.0
632,6,60,0.0,0.0
633,6,61,0.0,0.0
634,6,62,0.0,0.0
635,6,63,0.0,0.0
636,6,64,0.0,0.0
637,6,65,0.0,0.0
638,6,66,0.0,0.0
639,6,67,0.0,0.0
640,6,68,0.0,0.0
641,6,69,0.0,0.0
642,6,70,0.0,0.0
643,6,71,0.0,0.0
644,6,72,0.0,0.0
645,6,73,0.0,0.0
646,6,74,0.0,0.0
647,6,75,0.0,0.0
648,6,76,0.0,0.0
649,6,77,0.0,0.0
650,6,78,0.0,0.0
651,6,79,0.0,0.0
652,6,80,0.0,0.0
653,6,81,0.0,0.0
654,6,82,0.0,0.0
655,6,83,0.0,0.0
656,6,84,0.0,0.0
657,6,85,0.0,0.0
658,6,86,0.0,0.0
659,6,87,0.0,0.0
660,6,88,0.0,0.0
661,6,89,0.0,0.0
662,6,90,0.0,0.0
663,6,91,0.0,0.0
664,6,92,0.0,0.0
665,6,93,0.0,0.0
666,6,94,0.0,0.0
667,6,95,0.0,0.0
668,6,96,0.0,0.0
669,6,97,0.0,0.0
670,6,98,0.0,0.0
671,6,99,0.0,0.0
672,7,8,0.06999999999999998,0.0
673,7,9,0.07000000000000002,0.0
674,7,10,0.07,0.0
675,7,11,0.07,0.0
676,7,12,0.07,0.0
677,7,13,0.0,0.0
678,7,14,0.0,0.0
679,7,15,0.0,0.0
680,7,16,0.0,0.0
681,7,17,0.0,0.0
682,7,18,0.0,0.0
683,7,19,0.0,0.0
684,7,20,0.0,0.0
685,7,21,0.0,0.0
686,7,22,0.0,0.0
687,7,23,0.0,0.0
688,7,24,0.0,0.0
689,7,25,0.0,0.0
690,7,26,0.0,0.0
691,7,27,0.0,0.0
692,7,28,0.0,0.0
693,7,29,0.0,0.0
694,7,30,0.0,0.0
695,7,31,0.0,0.0
696,7,32,0.0,0.0
697,7,33,0.0,0.0
698,7,34,0.0,0.0
699,7,35,0.0,0.0
700,7,36,0.0,0.0
701,7,37,0.0,0.0
702,7,38,0.0,0.0
703,7,39,0.0,0.0
704,7,40,0.0,0.0
705,7,41,0.0,0.0
706,7,42,0.0,0.0
707,7,43,0.0,0.0
708,7,44,0.0,0.0
709,7,45,0.0,0.0
710,7,46,0.0,0.0
711,7,47,0.0,0.0
712,7,48,0.0,0.0
713,7,49,0.0,0.0
714,7,50,0.0,0.0
715,7,51,0.0,0.0
716,7,52,0.0,0.0
717,7,53,0.0,0.0
718,7,54,0.0,0.0
719,7,55,0.0,0.0
720,7,56,0.0,0.0
721,7,57,0.0,0.0
722,7,58,0.0,0.0
723,7,59,0.0,0.0
724,7,60,0.0,0.0
725,7,61,0.0,0.0
726,7,62,0.0,0.0
727,7,63,0.0,0.0
728,7,64,0.0,0.0
729,7,65,0.0,0.0
730,7,66,0.0,0.0
731,7,67,0.0,0.0
732,7,68,0.0,0.0
733,7,69,0.0,0.0
734,7,70,0.0,0.0
735,7,71,0.0,0.0
736,7,72,0.0,0.0
737,7,73,0.0,0.0
738,7,74,0.0,0.0
739,7,75,0.0,0.0
740,7,76,0.0,0.0
741,7,77,0.0,0.0
742,7,78,0.0,0.0
743,7,79,0.0,0.0
744,7,80,0.0,0.0
745,7,81,0.0,0.0
746,7,82,0.0,0.0
747,7,83,0.0,0.0
748,7,84,0.0,0.0
749,7,85,0.0,0.0
750,7,86,0.0,0.0
751,7,87,0.0,0.0
752,7,88,0.0,0.0
753,7,89,0.0,0.0
754,7,90,0.0,0.0
755,7,91,0.0,0.0
756,7,92,0.0,0.0
757,7,93,0.0,0.0
758,7,94,0.0,0.0
759,7,95,0.0,0.0
760,7,96,0.0,0.0
761,7,97,0.0,0.0
762,7,98,0.0,0.0
763,7,99,0.0,0.0
764,8,9,0.07000000000000006,0.0
765,8,10,0.06999999999999999,0.0
766,8,11,0.07,0.0
767,8,12,0.06999999999999997,0.0
768,8,13,0.0,0.0
769,8,14,0.0,0.0
770,8,15,0.0,0.0
771,8,16,0.0,0.0
772,8,17,0.0,0.0
773,8,18,0.0,0.0
774,8,19,0.0,0.0
775,8,20,0.0,0.0
776,8,21,0.0,0.0
777,8,22,0.0,0.0
778,8,23,0.0,0.0
779,8,24,0.0,0.0
780,8,25,0.0,0.0
781,8,26,0.0,0.0
782,8,27,0.0,0.0
783,8,28,0.0,0.0
784,8,29,0.0,0.0
785,8,30,0.0,0.0
786,8,31,0.0,0.0
787,8,32,0.0,0.0
788,8,33,0.0,0.0
789,8,34,0.0,0.0
790,8,35,0.0,0.0
791,8,36,0.0,0.0
792,8,37,0.0,0.0
793,8,38,0.0,0.0
794,8,39,0.0,0.0
795,8,40,0.0,0.0
796,8,41,0.0,0.0
797,8,42,0.0,0.0
798,8,43,0.0,0.0
799,8,44,0.0,0.0
800,8,45,0.0,0.0
801,8,46,0.0,0.0
802,8,47,0.0,0.0
803,8,48,0.0,0.0
804,8,49,0.0,0.0
805,8,50,0.0,0.0
806,8,51,0.0,0.0
807,8,52,0.0,0.0
808,8,53,0.0,0.0
809,8,54,0.0,0.0
810,8,55,0.0,0.0
811,8,56,0.0,0.0
812,8,57,0.0,0.0
813,8,58,0.0,0.0
814,8,59,0.0,0.0
815,8,60,0.0,0.0
816,8,61,0.0,0.0
817,8,62,0.0,0.0
818,8,63,0.0,0.0
819,8,64,0.0,0.0
820,8,65,0.0,0.0
821,8,66,0.0,0.0
822,8,67,0.0,0.0
823,8,68,0.0,0.0
824,8,69,0.0,0.0
825,8,70,0.0,0.0
826,8,71,0.0,0.0
827,8,72,0.0,0.0
828,8,73,0.0,0.0
829,8,74,0.0,0.0
830,8,75,0.0,0.0
831,8,76,0.0,0.0
832,8,77,0.0,0.0
833,8,78,0.0,0.0
834,8,79,0.0,0.0
835,8,80,0.0,0.0
836,8,81,0.0,0.0
837,8,82,0.0,0.0
838,8,83,0.0,0.0
839,8,84,0.0,0.0
840,8,85,0.0,0.0
841,8,86,0.0,0.0
842,8,87,0.0,0.0
843,8,88,0.0,0.0
844,8,89,0.0,0.0
845,8,90,0.0,0.0
846,8,91,0.0,0.0
847,8,92,0.0,0.0
848,8,93,0.0,0.0
849,8,94,0.0,0.0
850,8,95,0.0,0.0
851,8,96,0.0,0.0
852,8,97,0.0,0.0
853,8,98,0.0,0.0
854,8,99,0.0,0.0
855,9,10,0.06999999999999998,0.0
856,9,11,0.07,0.0
857,9,12,0.06999999999999999,0.0
858,9,13,0.0,0.0
859,9,14,0.0,0.0
860,9,15,0.0,0.0
861,9,16,0.0,0.0
862,9,17,0.0,0.0
863,9,18,0.0,0.0
864,9,19,0.0,0.0
865,9,20,0.0,0.0
866,9,21,0.0,0.0
867,9,22,0.0,0.0
868,9,23,0.0,0.0
869,9,24,0.0,0.0
870,9,25,0.0,0.0
871,9,26,0.0,0.0
872,9,27,0.0,0.0
873,9,28,0.0,0.0
874,9,29,0.0,0.0
875,9,30,0.0,0.0
876,9,31,0.0,0.0
877,9,32,0.0,0.0
878,9,33,0.0,0.0
879,9,34,0.0,0.0
880,9,35,0.0,0.0
881,9,36,0.0,0.0
882,9,37,0.0,0.0
883,9,38,0.0,0.0
884,9,39,0.0,0.0
885,9,40,0.0,0.0
886,9,41,0.0,0.0
887,9,42,0.0,0.0
888,9,43,0.0,0.0
889,9,44,0.0,0.0
890,9,45,0.0,0.0
891,9,46,0.0,0.0
892,9,47,0.0,0.0
893,9,48,0.0,0.0
894,9,49,0.0,0.0
895,9,50,0.0,0.0
896,9,51,0.0,0.0
897,9,52,0.0,0.0
898,9,53,0.0,0.0
899,9,54,0.0,0.0
900,9,55,0.0,0.0
901,9,56,0.0,0.0
902,9,57,0.0,0.0
903,9,58,0.0,0.0
904,9,59,0.0,0.0
905,9,60,0.0,0.0
906,9,61,0.0,0.0
907,9,62,0.0,0.0
908,9,63,0.0,0.0
909,9,64,0.0,0.0
910,9,65,0.0,0.0
911,9,66,0.0,0.0
912,9,67,0.0,0.0
913,9,68,0.0,0.0
914,9,69,0.0,0.0
915,9,70,0.0,0.0
916,9,71,0.0,0.0
917,9,72,0.0,0.0
918,9,73,0.0,0.0
919,9,74,0.0,0.0
920,9,75,0.0,0.0
921,9,76,0.0,0.0
922,9,77,0.0,0.0
923,9,78,0.0,0.0
924,9,79,0.0,0.0
925,9,80,0.0,0.0
926,9,81,0.0,0.0
927,9,82,0.0,0.0
928,9,83,0.0,0.0
929,9,84,0.0,0.0
930,9,85,0.0,0.0
931,9,86,0.0,0.0
932,9,87,0.0,0.0
933,9,88,0.0,0.0
934,9,89,0.0,0.0
935,9,90,0.0,0.0
936,9,91,0.0,0.0
937,9,92,0.0,0.0
938,9,93,0.0,0.0
939,9,94,0.0,0.0
940,9,95,0.0,0.0
941,9,96,0.0,0.0
942,9,97,0.0,0.0
943,9,98,0.0,0.0
944,9,99,0.0,0.0
945,10,11,0.07,0.0
946,10,12,0.06999999999999998,0.0
947,10,13,0.0,0.0
948,10,14,0.0,0.0
949,10,15,0.0,0.0
950,10,16,0.0,0.0
951,10,17,0.0,0.0
952,10,18,0.0,0.0
953,10,19,0.0,0.0
954,10,20,0.0,0.0
955,10,21,0.0,0.0
956,10,22,0.0,0.0
957,10,23,0.0,0.0
958,10,24,0.0,0.0
959,10,25,0.0,0.0
960,10,26,0.0,0.0
961,10,27,0.0,0.0
962,10,28,0.0,0.0
963,10,29,0.0,0.0
964,10,30,0.0,0.0
965,10,31,0.0,0.0
966,10,32,0.0,0.0
967,10,33,0.0,0.0
968,10,34,0.0,0.0
969,10,35,0.0,0.0
970,10,36,0.0,0.0
971,10,37,0.0,0.0
972,10,38,0.0,0.0
973,10,39,0.0,0.0
974,10,40,0.0,0.0
975,10,41,0.0,0.0
976,10,42,0.0,0.0
977,10,43,0.0,0.0
978,10,44,0.0,0.0
979,10,45,0.0,0.0
